,sub_cluster,words,cluster
2189,Occupations (General),chore,(Super cluster 52: Occupations)
2190,Occupations (General),housework,(Super cluster 52: Occupations)
2191,Occupations (General),profession,(Super cluster 52: Occupations)
2192,Occupations (General),task,(Super cluster 52: Occupations)
2193,Occupations (General),worker,(Super cluster 52: Occupations)
2194,Occupations Associated with the Outdoors,cowboy,(Super cluster 52: Occupations)
2195,Messengers,mailman,(Super cluster 52: Occupations)
2196,Domains of Work,business,(Super cluster 52: Occupations)
2197,Domains of Work,law,(Super cluster 52: Occupations)
2198,Domains of Work,medicine,(Super cluster 52: Occupations)
2199,Domains of Work,military,(Super cluster 52: Occupations)
2200,Domains of Work,religion,(Super cluster 52: Occupations)
2201,Domains of Work,science,(Super cluster 52: Occupations)
2202,Domains of Work,technology,(Super cluster 52: Occupations)
,,cashier,(Super cluster 52: Occupations)
,,fireman,(Super cluster 52: Occupations)
,,librarian,(Super cluster 52: Occupations)
2203,Food Service Occupations,waiter,(Super cluster 52: Occupations)
2204,Assistants and Supervisors,boss,(Super cluster 52: Occupations)
2205,Assistants and Supervisors,leader,(Super cluster 52: Occupations)
2206,Assistants and Supervisors,owner,(Super cluster 52: Occupations)
,Assistants and Supervisors,farmer,(Super cluster 52: Occupations)
2207,Occupations Usually Held by Youth,babysitter,(Super cluster 52: Occupations)
2208,Occupations Usually Held by Youth,paperboy,(Super cluster 52: Occupations)
2209,Discoverers and Scientists,astronaut,(Super cluster 52: Occupations)
2210,Discoverers and Scientists,geography,(Super cluster 52: Occupations)
2211,Discoverers and Scientists,scientist,(Super cluster 52: Occupations)
2212,Occupations Associated with Imprisonment/Slavery,guard,(Super cluster 52: Occupations)
2213,Occupations Associated with Imprisonment/Slavery,prisoner,(Super cluster 52: Occupations)
2214,Occupations Associated with Imprisonment/Slavery,slave,(Super cluster 52: Occupations)
2215,Construction and Repairmen,carpenter,(Super cluster 52: Occupations)
2216,Construction and Repairmen,plumber,(Super cluster 52: Occupations)
2217,Legal Professions,judge,(Super cluster 52: Occupations)
2218,Legal Professions,lawyer,(Super cluster 52: Occupations)
2219,Servants,maid,(Super cluster 52: Occupations)
2220,Servants,servant,(Super cluster 52: Occupations)
2221,Students and Teachers,principal,(Super cluster 52: Occupations)
2222,Students and Teachers,student,(Super cluster 52: Occupations)
2223,Students and Teachers,teacher,(Super cluster 52: Occupations)
2224,Students and Teachers,graduate,(Super cluster 52: Occupations)
2225,Students and Teachers,pupil,(Super cluster 52: Occupations)
2226,Students and Teachers,schoolteacher,(Super cluster 52: Occupations)
2227,Occupations Associated with Transportation,pilot,(Super cluster 52: Occupations)
,Occupations Associated with Transportation,driver,(Super cluster 52: Occupations)
2228,Religious and Clergy,minister,(Super cluster 52: Occupations)
2229,Religious and Clergy,nun,(Super cluster 52: Occupations)
2230,Religious and Clergy,pastor,(Super cluster 52: Occupations)
2231,Religious and Clergy,pope,(Super cluster 52: Occupations)
2232,Religious and Clergy,priest,(Super cluster 52: Occupations)
2233,Actions Related to Work,quit,(Super cluster 52: Occupations)
2234,Actions Related to Work,work,(Super cluster 52: Occupations)
2235,Actions Related to Work,hire,(Super cluster 52: Occupations)
2236,Actions Related to Work,labor,(Super cluster 52: Occupations)
2237,Writers and Reporters,author,(Super cluster 52: Occupations)
2238,Writers and Reporters,speaker,(Super cluster 52: Occupations)
2239,Writers and Reporters,writer,(Super cluster 52: Occupations)
2240,Performers and Entertainers,clown,(Super cluster 52: Occupations)
2241,Performers and Entertainers,dancer,(Super cluster 52: Occupations)
2242,Performers and Entertainers,actor,(Super cluster 52: Occupations)
2243,Performers and Entertainers,actress,(Super cluster 52: Occupations)
2244,Performers and Entertainers,magician,(Super cluster 52: Occupations)
2245,Performers and Entertainers,model,(Super cluster 52: Occupations)
2246,Small Business,baker,(Super cluster 52: Occupations)
2247,Small Business,barber,(Super cluster 52: Occupations)
2248,Small Business,butcher,(Super cluster 52: Occupations)
2249,Royalty and Statesmen,king,(Super cluster 52: Occupations)
2250,Royalty and Statesmen,mayor,(Super cluster 52: Occupations)
2251,Royalty and Statesmen,president,(Super cluster 52: Occupations)
2252,Royalty and Statesmen,candidate,(Super cluster 52: Occupations)
2253,Royalty and Statesmen,knight,(Super cluster 52: Occupations)
2254,Royalty and Statesmen,official,(Super cluster 52: Occupations)
2255,Royalty and Statesmen,prince,(Super cluster 52: Occupations)
2256,Royalty and Statesmen,princess,(Super cluster 52: Occupations)
2257,Royalty and Statesmen,queen,(Super cluster 52: Occupations)
2258,Medical Occupations,dentist,(Super cluster 52: Occupations)
2259,Medical Occupations,nurse,(Super cluster 52: Occupations)
2260,Medical Occupations,doctor,(Super cluster 52: Occupations)
2261,People Who Clean Up,garbageman,(Super cluster 52: Occupations)
2262,People Who Clean Up,janitor,(Super cluster 52: Occupations)
2263,People Who Clean Up,custodian,(Super cluster 52: Occupations)
2264,Names of People in Sports,athlete,(Super cluster 52: Occupations)
2265,Names of People in Sports,batter,(Super cluster 52: Occupations)
2266,Names of People in Sports,boxer,(Super cluster 52: Occupations)
2267,Names of People in Sports,catcher,(Super cluster 52: Occupations)
2268,Names of People in Sports,coach,(Super cluster 52: Occupations)
2269,Names of People in Sports,loser,(Super cluster 52: Occupations)
2270,Names of People in Sports,runner,(Super cluster 52: Occupations)
2271,Names of People in Sports,winner,(Super cluster 52: Occupations)
2272,Physical Characteristics,athletic,(Super cluster 53: Physical Traits of People)
2273,Physical Characteristics,beauty,(Super cluster 53: Physical Traits of People)
2274,Physical Characteristics,clumsy,(Super cluster 53: Physical Traits of People)
2275,Physical Characteristics,health,(Super cluster 53: Physical Traits of People)
2276,Physical Characteristics,might,(Super cluster 53: Physical Traits of People)
2277,Physical Characteristics,power,(Super cluster 53: Physical Traits of People)
2278,Physical Characteristics,strength,(Super cluster 53: Physical Traits of People)
2279,Physical Characteristics,strong,(Super cluster 53: Physical Traits of People)
2280,Physical Characteristics,weak,(Super cluster 53: Physical Traits of People)
2281,Physical Characteristics,weakness,(Super cluster 53: Physical Traits of People)
2282,Neatness/Sloppiness,neat,(Super cluster 53: Physical Traits of People)
2283,Physical Trait (Size),fat,(Super cluster 53: Physical Traits of People)
2284,Physical Trait (Size),heavy,(Super cluster 53: Physical Traits of People)
2285,Physical Trait (Size),chubby,(Super cluster 53: Physical Traits of People)
2286,Physical Trait (Size),lean,(Super cluster 53: Physical Traits of People)
2287,Physical Trait (Size),skinny,(Super cluster 53: Physical Traits of People)
2288,Physical Trait (Size),slim,(Super cluster 53: Physical Traits of People)
2289,Attractiveness,pretty,(Super cluster 53: Physical Traits of People)
2290,Attractiveness,ugly,(Super cluster 53: Physical Traits of People)
2291,Attractiveness,beautiful,(Super cluster 53: Physical Traits of People)
2292,Attractiveness,cute,(Super cluster 53: Physical Traits of People)
2293,Attractiveness,handsome,(Super cluster 53: Physical Traits of People)
2294,Attractiveness,lovely,(Super cluster 53: Physical Traits of People)
,,English,
,,Chinese,
2295,"Words, Phrases and Sentences",word,(Super cluster 54: Language)
2296,"Words, Phrases and Sentences",adjective,(Super cluster 54: Language)
2297,"Words, Phrases and Sentences",adverb,(Super cluster 54: Language)
2298,"Words, Phrases and Sentences",noun,(Super cluster 54: Language)
2299,"Words, Phrases and Sentences",sentence,(Super cluster 54: Language)
2300,"Words, Phrases and Sentences",verb,(Super cluster 54: Language)
2301,Language Conventions,comma,(Super cluster 54: Language)
2302,Language Conventions,language,(Super cluster 54: Language)
2303,Language Conventions,period,(Super cluster 54: Language)
2304,Language Conventions,vocabulary,(Super cluster 54: Language)
2305,Alphabet and Letters,alphabet,(Super cluster 54: Language)
2306,Alphabet and Letters,consonant,(Super cluster 54: Language)
2307,Alphabet and Letters,letter,(Super cluster 54: Language)
2308,Alphabet and Letters,symbol,(Super cluster 54: Language)
2309,Alphabet and Letters,vowel,(Super cluster 54: Language)
2310,Instability,crazy,(Super cluster 55: Nonphysical Traits of People)
2311,Instability,mad,(Super cluster 55: Nonphysical Traits of People)
2312,Instability,wild,(Super cluster 55: Nonphysical Traits of People)
2313,Dependability and Eagerness,active,(Super cluster 55: Nonphysical Traits of People)
2314,Dependability and Eagerness,busy,(Super cluster 55: Nonphysical Traits of People)
2315,Dependability and Eagerness,eager,(Super cluster 55: Nonphysical Traits of People)
2316,Dependability and Eagerness,responsible,(Super cluster 55: Nonphysical Traits of People)
2317,Stubbornness and Strictness,strict,(Super cluster 55: Nonphysical Traits of People)
2318,Goodness and Kindness,thankful,(Super cluster 55: Nonphysical Traits of People)
2319,Goodness and Kindness,considerate,(Super cluster 55: Nonphysical Traits of People)
2320,Goodness and Kindness,courteous,(Super cluster 55: Nonphysical Traits of People)
2321,Goodness and Kindness,gentle,(Super cluster 55: Nonphysical Traits of People)
2322,Goodness and Kindness,grateful,(Super cluster 55: Nonphysical Traits of People)
2323,Goodness and Kindness,kind,(Super cluster 55: Nonphysical Traits of People)
2324,Goodness and Kindness,nice,(Super cluster 55: Nonphysical Traits of People)
2325,Goodness and Kindness,polite,(Super cluster 55: Nonphysical Traits of People)
2326,Goodness and Kindness,respectful,(Super cluster 55: Nonphysical Traits of People)
2327,Shyness,bashful,(Super cluster 55: Nonphysical Traits of People)
2328,Shyness,shy,(Super cluster 55: Nonphysical Traits of People)
2329,Caution,careful,(Super cluster 55: Nonphysical Traits of People)
2330,Dishonesty,dishonest,(Super cluster 55: Nonphysical Traits of People)
2331,Dishonesty,naughty,(Super cluster 55: Nonphysical Traits of People)
2332,Dishonesty,unfair,(Super cluster 55: Nonphysical Traits of People)
2333,Courage and Loyalty,brave,(Super cluster 55: Nonphysical Traits of People)
2334,Courage and Loyalty,courage,(Super cluster 55: Nonphysical Traits of People)
2335,Courage and Loyalty,heroic,(Super cluster 55: Nonphysical Traits of People)
2336,Courage and Loyalty,honest,(Super cluster 55: Nonphysical Traits of People)
2337,Courage and Loyalty,loyal,(Super cluster 55: Nonphysical Traits of People)
2338,Pride and Confidence,certain,(Super cluster 55: Nonphysical Traits of People)
2339,Pride and Confidence,confident,(Super cluster 55: Nonphysical Traits of People)
2340,Pride and Confidence,hopeful,(Super cluster 55: Nonphysical Traits of People)
2341,Pride and Confidence,proud,(Super cluster 55: Nonphysical Traits of People)
2342,Pride and Confidence,sure,(Super cluster 55: Nonphysical Traits of People)
2343,Independence and Freedom,free,(Super cluster 55: Nonphysical Traits of People)
2344,Independence and Freedom,liberty,(Super cluster 55: Nonphysical Traits of People)
2345,Independence and Freedom,obedient,(Super cluster 55: Nonphysical Traits of People)
2346,Luck and Success,lucky,(Super cluster 55: Nonphysical Traits of People)
2347,Spirituality,holy,(Super cluster 55: Nonphysical Traits of People)
2348,Lack of Initiative,lazy,(Super cluster 55: Nonphysical Traits of People)
2349,Disease,sick,(Super cluster 56: Disease and Death)
2350,Disease,disease,(Super cluster 56: Disease and Death)
2351,Disease,health,(Super cluster 56: Disease and Death)
2352,Disease,ill,(Super cluster 56: Disease and Death)
2353,Disease,injury,(Super cluster 56: Disease and Death)
2354,Disease,well,(Super cluster 56: Disease and Death)
2355,Ailments and Diseases,blind,(Super cluster 56: Disease and Death)
2356,Ailments and Diseases,cold,(Super cluster 56: Disease and Death)
2357,Ailments and Diseases,deaf,(Super cluster 56: Disease and Death)
2358,Actions Related to Disease/Injury,blister,(Super cluster 56: Disease and Death)
2359,Actions Related to Disease/Injury,burn,(Super cluster 56: Disease and Death)
2360,Actions Related to Disease/Injury,scab,(Super cluster 56: Disease and Death)
2361,Actions Related to Disease/Injury,sunburn,(Super cluster 56: Disease and Death)
2362,Germs and Genes,germ,(Super cluster 56: Disease and Death)
2363,Symptoms,dizzy,(Super cluster 56: Disease and Death)
2364,Symptoms,fever,(Super cluster 56: Disease and Death)
2365,Symptoms,itch,(Super cluster 56: Disease and Death)
2366,Symptoms,pain,(Super cluster 56: Disease and Death)
2367,Medicine,pill,(Super cluster 56: Disease and Death)
2368,Medicine,aspirin,(Super cluster 56: Disease and Death)
2369,Medicine,bandage,(Super cluster 56: Disease and Death)
2370,Medicine,medicine,(Super cluster 56: Disease and Death)
2371,Medicine,vitamin,(Super cluster 56: Disease and Death)
2372,Likelihood and Certainty,bet,"(Super cluster 57: Popularity, Familiarity, and Likelihood)"
2373,Likelihood and Certainty,certain,"(Super cluster 57: Popularity, Familiarity, and Likelihood)"
2374,Likelihood and Certainty,chance,"(Super cluster 57: Popularity, Familiarity, and Likelihood)"
2375,Likelihood and Certainty,likely,"(Super cluster 57: Popularity, Familiarity, and Likelihood)"
2376,Likelihood and Certainty,luck,"(Super cluster 57: Popularity, Familiarity, and Likelihood)"
2377,Likelihood and Certainty,miracle,"(Super cluster 57: Popularity, Familiarity, and Likelihood)"
2378,Likelihood and Certainty,possible,"(Super cluster 57: Popularity, Familiarity, and Likelihood)"
2379,Lack of Popularity/Familiarity,secret,"(Super cluster 57: Popularity, Familiarity, and Likelihood)"
2380,Lack of Popularity/Familiarity,private,"(Super cluster 57: Popularity, Familiarity, and Likelihood)"
2381,Familiarity and Popularity,common,"(Super cluster 57: Popularity, Familiarity, and Likelihood)"
2382,Familiarity and Popularity,familiar,"(Super cluster 57: Popularity, Familiarity, and Likelihood)"
2383,Familiarity and Popularity,normal,"(Super cluster 57: Popularity, Familiarity, and Likelihood)"
2384,Familiarity and Popularity,ordinary,"(Super cluster 57: Popularity, Familiarity, and Likelihood)"
2385,Familiarity and Popularity,popular,"(Super cluster 57: Popularity, Familiarity, and Likelihood)"
2386,Familiarity and Popularity,regular,"(Super cluster 57: Popularity, Familiarity, and Likelihood)"
2387,Familiarity and Popularity,usual,"(Super cluster 57: Popularity, Familiarity, and Likelihood)"
2388,Light,bright,(Super cluster 58: Light and Darkness)
2389,Light,clear,(Super cluster 58: Light and Darkness)
2390,Light,light,(Super cluster 58: Light and Darkness)
2391,Light,shiny,(Super cluster 58: Light and Darkness)
2392,Light,sunshine,(Super cluster 58: Light and Darkness)
2393,Light Producers,candle,(Super cluster 58: Light and Darkness)
2394,Light Producers,candlestick,(Super cluster 58: Light and Darkness)
2395,Light Producers,lamp,(Super cluster 58: Light and Darkness)
2396,Light Producers,light,(Super cluster 58: Light and Darkness)
2397,Light Producers,lightbulb,(Super cluster 58: Light and Darkness)
2398,Actions Related to Light,reflect,(Super cluster 58: Light and Darkness)
2399,Actions Related to Light,shine,(Super cluster 58: Light and Darkness)
2400,Actions Related to Light,twinkle,(Super cluster 58: Light and Darkness)
2401,Clarity,invisible,(Super cluster 58: Light and Darkness)
2402,Dark,dark,(Super cluster 58: Light and Darkness)
2403,Dark,shade,(Super cluster 58: Light and Darkness)
2404,Dark,shadow,(Super cluster 58: Light and Darkness)
2405,Conformity to a Norm,odd,(Super cluster 59: Complexity and Conformity)
2406,Conformity to a Norm,rare,(Super cluster 59: Complexity and Conformity)
2407,Conformity to a Norm,special,(Super cluster 59: Complexity and Conformity)
2408,Conformity to a Norm,strange,(Super cluster 59: Complexity and Conformity)
2409,Conformity to a Norm,weird,(Super cluster 59: Complexity and Conformity)
2410,Order and Complexity,balance,(Super cluster 59: Complexity and Conformity)
2411,Order and Complexity,blank,(Super cluster 59: Complexity and Conformity)
2412,Order and Complexity,fancy,(Super cluster 59: Complexity and Conformity)
2413,Order and Complexity,order,(Super cluster 59: Complexity and Conformity)
2414,Order and Complexity,plain,(Super cluster 59: Complexity and Conformity)
2415,Order and Complexity,simple,(Super cluster 59: Complexity and Conformity)
2416,Specifiers,a,"(Super cluster 5: Measurement, Size, and Quantity)"
2417,Specifiers,an,"(Super cluster 5: Measurement, Size, and Quantity)"
2418,Specifiers,each,"(Super cluster 5: Measurement, Size, and Quantity)"
2419,Specifiers,every,"(Super cluster 5: Measurement, Size, and Quantity)"
2420,Specifiers,no,"(Super cluster 5: Measurement, Size, and Quantity)"
2421,Specifiers,that,"(Super cluster 5: Measurement, Size, and Quantity)"
2422,Specifiers,the,"(Super cluster 5: Measurement, Size, and Quantity)"
2423,Specifiers,these,"(Super cluster 5: Measurement, Size, and Quantity)"
2424,Specifiers,this,"(Super cluster 5: Measurement, Size, and Quantity)"
2425,Specifiers,those,"(Super cluster 5: Measurement, Size, and Quantity)"
2426,Specifiers,either,"(Super cluster 5: Measurement, Size, and Quantity)"
2427,Devices Used for Measurement,thermometer,"(Super cluster 5: Measurement, Size, and Quantity)"
2428,Devices Used for Measurement,yardstick,"(Super cluster 5: Measurement, Size, and Quantity)"
2429,Actions Related to Measurement,measure,"(Super cluster 5: Measurement, Size, and Quantity)"
2430,Actions Related to Measurement,weigh,"(Super cluster 5: Measurement, Size, and Quantity)"
2431,Size and Weight,big,"(Super cluster 5: Measurement, Size, and Quantity)"
2432,Size and Weight,giant,"(Super cluster 5: Measurement, Size, and Quantity)"
2433,Size and Weight,great,"(Super cluster 5: Measurement, Size, and Quantity)"
2434,Size and Weight,huge,"(Super cluster 5: Measurement, Size, and Quantity)"
2435,Size and Weight,large,"(Super cluster 5: Measurement, Size, and Quantity)"
2436,Size and Weight,little,"(Super cluster 5: Measurement, Size, and Quantity)"
2437,Size and Weight,small,"(Super cluster 5: Measurement, Size, and Quantity)"
2438,Size and Weight,tiny,"(Super cluster 5: Measurement, Size, and Quantity)"
2439,Size and Weight,enormous,"(Super cluster 5: Measurement, Size, and Quantity)"
2440,Size and Weight,gigantic,"(Super cluster 5: Measurement, Size, and Quantity)"
2441,Size and Weight,jumbo,"(Super cluster 5: Measurement, Size, and Quantity)"
2442,Numbers,eight,"(Super cluster 5: Measurement, Size, and Quantity)"
2443,Numbers,five,"(Super cluster 5: Measurement, Size, and Quantity)"
2444,Numbers,four,"(Super cluster 5: Measurement, Size, and Quantity)"
2445,Numbers,nine,"(Super cluster 5: Measurement, Size, and Quantity)"
2446,Numbers,one,"(Super cluster 5: Measurement, Size, and Quantity)"
2447,Numbers,seven,"(Super cluster 5: Measurement, Size, and Quantity)"
2448,Numbers,six,"(Super cluster 5: Measurement, Size, and Quantity)"
2449,Numbers,ten,"(Super cluster 5: Measurement, Size, and Quantity)"
2450,Numbers,three,"(Super cluster 5: Measurement, Size, and Quantity)"
2451,Numbers,two,"(Super cluster 5: Measurement, Size, and Quantity)"
2452,Numbers,zero,"(Super cluster 5: Measurement, Size, and Quantity)"
,,eighteen,
2453,Numbers,eighty,"(Super cluster 5: Measurement, Size, and Quantity)"
2454,Numbers,eleven,"(Super cluster 5: Measurement, Size, and Quantity)"
2455,Numbers,fifteen,"(Super cluster 5: Measurement, Size, and Quantity)"
2456,Numbers,fifty,"(Super cluster 5: Measurement, Size, and Quantity)"
2457,Numbers,first,"(Super cluster 5: Measurement, Size, and Quantity)"
2458,Numbers,forty,"(Super cluster 5: Measurement, Size, and Quantity)"
2459,Numbers,fourteen,"(Super cluster 5: Measurement, Size, and Quantity)"
2460,Numbers,hundred,"(Super cluster 5: Measurement, Size, and Quantity)"
2461,Numbers,nineteen,"(Super cluster 5: Measurement, Size, and Quantity)"
2462,Numbers,ninety,"(Super cluster 5: Measurement, Size, and Quantity)"
2463,Numbers,number,"(Super cluster 5: Measurement, Size, and Quantity)"
2464,Numbers,numeral,"(Super cluster 5: Measurement, Size, and Quantity)"
2465,Numbers,second,"(Super cluster 5: Measurement, Size, and Quantity)"
2466,Numbers,seventeen,"(Super cluster 5: Measurement, Size, and Quantity)"
2467,Numbers,seventy,"(Super cluster 5: Measurement, Size, and Quantity)"
2468,Numbers,sixteen,"(Super cluster 5: Measurement, Size, and Quantity)"
2469,Numbers,sixty,"(Super cluster 5: Measurement, Size, and Quantity)"
2470,Numbers,thirteen,"(Super cluster 5: Measurement, Size, and Quantity)"
2471,Numbers,thousand,"(Super cluster 5: Measurement, Size, and Quantity)"
2472,Numbers,twelve,"(Super cluster 5: Measurement, Size, and Quantity)"
2473,Numbers,twenty,"(Super cluster 5: Measurement, Size, and Quantity)"
2474,Numbers,billion,"(Super cluster 5: Measurement, Size, and Quantity)"
2475,Numbers,decimal,"(Super cluster 5: Measurement, Size, and Quantity)"
2476,Numbers,dozen,"(Super cluster 5: Measurement, Size, and Quantity)"
2477,Numbers,million,"(Super cluster 5: Measurement, Size, and Quantity)"
2478,Numbers,ninth,"(Super cluster 5: Measurement, Size, and Quantity)"
2479,Numbers,seventh,"(Super cluster 5: Measurement, Size, and Quantity)"
2480,Numbers,sixth,"(Super cluster 5: Measurement, Size, and Quantity)"
2481,Numbers,tenth,"(Super cluster 5: Measurement, Size, and Quantity)"
2482,Numbers,third,"(Super cluster 5: Measurement, Size, and Quantity)"
,,fifth,
2483,Parts,bit,"(Super cluster 5: Measurement, Size, and Quantity)"
2484,Parts,dot,"(Super cluster 5: Measurement, Size, and Quantity)"
2485,Parts,flake,"(Super cluster 5: Measurement, Size, and Quantity)"
2486,Parts,part,"(Super cluster 5: Measurement, Size, and Quantity)"
2487,Parts,piece,"(Super cluster 5: Measurement, Size, and Quantity)"
2488,Parts,crumb,"(Super cluster 5: Measurement, Size, and Quantity)"
2489,Parts,member,"(Super cluster 5: Measurement, Size, and Quantity)"
2490,Parts,portion,"(Super cluster 5: Measurement, Size, and Quantity)"
2491,Parts,section,"(Super cluster 5: Measurement, Size, and Quantity)"
2492,Parts,slice,"(Super cluster 5: Measurement, Size, and Quantity)"
2493,Parts,sliver,"(Super cluster 5: Measurement, Size, and Quantity)"
2494,Parts,splinter,"(Super cluster 5: Measurement, Size, and Quantity)"
2495,Parts,type,"(Super cluster 5: Measurement, Size, and Quantity)"
,,again,
2496,Intensifiers,more,"(Super cluster 5: Measurement, Size, and Quantity)"
2497,Intensifiers,most,"(Super cluster 5: Measurement, Size, and Quantity)"
2498,Intensifiers,much,"(Super cluster 5: Measurement, Size, and Quantity)"
2499,Intensifiers,so,"(Super cluster 5: Measurement, Size, and Quantity)"
2500,Intensifiers,such,"(Super cluster 5: Measurement, Size, and Quantity)"
2501,Intensifiers,sure,"(Super cluster 5: Measurement, Size, and Quantity)"
2502,Intensifiers,too,"(Super cluster 5: Measurement, Size, and Quantity)"
,,also,
2503,Intensifiers,very,"(Super cluster 5: Measurement, Size, and Quantity)"
2504,Intensifiers,well,"(Super cluster 5: Measurement, Size, and Quantity)"
2505,Intensifiers,badly,"(Super cluster 5: Measurement, Size, and Quantity)"
2506,Things that Are Commonly Measured,angle,"(Super cluster 5: Measurement, Size, and Quantity)"
2507,Things that Are Commonly Measured,diameter,"(Super cluster 5: Measurement, Size, and Quantity)"
2508,Things that Are Commonly Measured,radius,"(Super cluster 5: Measurement, Size, and Quantity)"
2509,Diminishers,almost,"(Super cluster 5: Measurement, Size, and Quantity)"
2510,Diminishers,enough,"(Super cluster 5: Measurement, Size, and Quantity)"
2511,Diminishers,just,"(Super cluster 5: Measurement, Size, and Quantity)"
2512,Diminishers,only,"(Super cluster 5: Measurement, Size, and Quantity)"
2513,Diminishers,hardly,"(Super cluster 5: Measurement, Size, and Quantity)"
2514,Diminishers,alone,"(Super cluster 5: Measurement, Size, and Quantity)"
2515,Diminishers,mostly,"(Super cluster 5: Measurement, Size, and Quantity)"
2516,Diminishers,nearly,"(Super cluster 5: Measurement, Size, and Quantity)"
2517,Diminishers,simply,"(Super cluster 5: Measurement, Size, and Quantity)"
2518,General Amounts,all,"(Super cluster 5: Measurement, Size, and Quantity)"
2519,General Amounts,another,"(Super cluster 5: Measurement, Size, and Quantity)"
2520,General Amounts,both,"(Super cluster 5: Measurement, Size, and Quantity)"
2521,General Amounts,few,"(Super cluster 5: Measurement, Size, and Quantity)"
2522,General Amounts,half,"(Super cluster 5: Measurement, Size, and Quantity)"
2523,General Amounts,less,"(Super cluster 5: Measurement, Size, and Quantity)"
2524,General Amounts,little,"(Super cluster 5: Measurement, Size, and Quantity)"
2525,General Amounts,lot,"(Super cluster 5: Measurement, Size, and Quantity)"
2526,General Amounts,many,"(Super cluster 5: Measurement, Size, and Quantity)"
2527,General Amounts,more,"(Super cluster 5: Measurement, Size, and Quantity)"
2528,General Amounts,most,"(Super cluster 5: Measurement, Size, and Quantity)"
2529,General Amounts,none,"(Super cluster 5: Measurement, Size, and Quantity)"
2530,General Amounts,only,"(Super cluster 5: Measurement, Size, and Quantity)"
2531,General Amounts,other,"(Super cluster 5: Measurement, Size, and Quantity)"
2532,General Amounts,pair,"(Super cluster 5: Measurement, Size, and Quantity)"
2533,General Amounts,two,"(Super cluster 5: Measurement, Size, and Quantity)"
2534,General Amounts,whole,"(Super cluster 5: Measurement, Size, and Quantity)"
2535,General Amounts,amount,"(Super cluster 5: Measurement, Size, and Quantity)"
2536,General Amounts,couple,"(Super cluster 5: Measurement, Size, and Quantity)"
2537,General Amounts,extra,"(Super cluster 5: Measurement, Size, and Quantity)"
2538,General Amounts,several,"(Super cluster 5: Measurement, Size, and Quantity)"
2539,General Amounts,single,"(Super cluster 5: Measurement, Size, and Quantity)"
2540,General Amounts,twice,"(Super cluster 5: Measurement, Size, and Quantity)"
,,double,
2541,Units of Measurement,foot,"(Super cluster 5: Measurement, Size, and Quantity)"
2542,Units of Measurement,gallon,"(Super cluster 5: Measurement, Size, and Quantity)"
2543,Units of Measurement,grade,"(Super cluster 5: Measurement, Size, and Quantity)"
2544,Units of Measurement,inch,"(Super cluster 5: Measurement, Size, and Quantity)"
2545,Units of Measurement,mile,"(Super cluster 5: Measurement, Size, and Quantity)"
2546,Units of Measurement,pound,"(Super cluster 5: Measurement, Size, and Quantity)"
2547,Units of Measurement,quart,"(Super cluster 5: Measurement, Size, and Quantity)"
2548,Units of Measurement,yard,"(Super cluster 5: Measurement, Size, and Quantity)"
2549,Units of Measurement,mouthful,"(Super cluster 5: Measurement, Size, and Quantity)"
2550,Units of Measurement,spoonful,"(Super cluster 5: Measurement, Size, and Quantity)"
2551,Units of Measurement,tablespoon,"(Super cluster 5: Measurement, Size, and Quantity)"
2552,Electricity,magnet,(Super cluster 60: Chemicals and Matter)
2553,Chemicals,caffeine,(Super cluster 60: Chemicals and Matter)
2554,Chemicals,helium,(Super cluster 60: Chemicals and Matter)
2555,Chemicals,oxygen,(Super cluster 60: Chemicals and Matter)
2556,Relationship Markers (Concurrent Action),as,(Super cluster 6: Time)
2557,Relationship Markers (Concurrent Action),at,(Super cluster 6: Time)
2558,Relationship Markers (Concurrent Action),during,(Super cluster 6: Time)
2559,Relationship Markers (Concurrent Action),now,(Super cluster 6: Time)
2560,Relationship Markers (Concurrent Action),of,(Super cluster 6: Time)
2561,Relationship Markers (Concurrent Action),on,(Super cluster 6: Time)
2562,Relationship Markers (Concurrent Action),together,(Super cluster 6: Time)
2563,Relationship Markers (Concurrent Action),when,(Super cluster 6: Time)
2564,Relationship Markers (Concurrent Action),while,(Super cluster 6: Time)
2565,Relative Time,old,(Super cluster 6: Time)
2566,Relative Time,past,(Super cluster 6: Time)
2567,Relative Time,present,(Super cluster 6: Time)
2568,Relative Time,today,(Super cluster 6: Time)
2569,Relative Time,tomorrow,(Super cluster 6: Time)
2570,Relative Time,yesterday,(Super cluster 6: Time)
2571,Relative Time,ancient,(Super cluster 6: Time)
2572,Relative Time,future,(Super cluster 6: Time)
2573,Relative Time,history,(Super cluster 6: Time)
2574,Relative Time,someday,(Super cluster 6: Time)
2575,Relationship Markers (Concurrent Action),already,(Super cluster 6: Time)
2576,Relationship Markers (Concurrent Action),early,(Super cluster 6: Time)
2577,Relationship Markers (Concurrent Action),fresh,(Super cluster 6: Time)
2578,Relationship Markers (Concurrent Action),new,(Super cluster 6: Time)
2579,Relationship Markers (Concurrent Action),ready,(Super cluster 6: Time)
2580,Relationship Markers (Concurrent Action),since,(Super cluster 6: Time)
2581,Relationship Markers (Concurrent Action),young,(Super cluster 6: Time)
2582,Relationship Markers (Concurrent Action),ago,(Super cluster 6: Time)
2583,Relationship Markers (Concurrent Action),lately,(Super cluster 6: Time)
,,after,
